sent_id,filename,sentence_nr,token_nr,word,label,POS,lemma,pos_category,isExpression,hasPrefix,hasSuffix,isAntonym,previous_lemma,next_lemma,previous_POS,next_POS,norm_position_binned,sentiment_category
ba01_1,baskervilles01,1,29,the,O,DT,the,OTHER,False,False,False,False,at,breakfast,IN,NN,"[0.9, 1.001)",Neutral
ba01_1,baskervilles01,1,30,breakfast,O,NN,breakfast,NOUN,False,False,False,False,the,table,DT,NN,"[0.9, 1.001)",Neutral
ba01_1,baskervilles01,1,31,table,O,NN,table,NOUN,False,False,False,False,breakfast,.,NN,.,"[0.9, 1.001)",Neutral
ba01_1,baskervilles01,1,32,.,O,.,.,OTHER,False,False,False,False,table,,NN,,"[0.9, 1.001)",Neutral
ba01_2,baskervilles01,2,0,I,O,NN,i,NOUN,False,False,False,False,,stand,,VBD,"[0.0, 0.1)",Neutral
ba01_2,baskervilles01,2,1,stood,O,VBD,stand,VERB,False,False,False,False,i,upon,NN,IN,"[0.0, 0.1)",Neutral
ba01_2,baskervilles01,2,2,upon,O,IN,upon,OTHER,False,False,False,False,stand,the,VBD,DT,"[0.1, 0.2)",Neutral
ba01_2,baskervilles01,2,3,the,O,DT,the,OTHER,False,False,False,False,upon,hearth-rug,IN,JJ,"[0.1, 0.2)",Neutral
ba01_2,baskervilles01,2,4,hearth-rug,O,JJ,hearth-rug,ADJ,False,False,False,False,the,and,DT,CC,"[0.2, 0.3)",Neutral
ba01_2,baskervilles01,2,5,and,O,CC,and,OTHER,False,True,False,False,hearth-rug,pick,JJ,VBD,"[0.2, 0.3)",Neutral
ba01_2,baskervilles01,2,6,picked,O,VBD,pick,VERB,False,False,False,False,and,up,CC,RP,"[0.2, 0.3)",Neutral
ba01_2,baskervilles01,2,7,up,O,RP,up,OTHER,False,False,False,False,pick,the,VBD,DT,"[0.3, 0.4)",Neutral
ba01_2,baskervilles01,2,8,the,O,DT,the,OTHER,False,False,False,False,up,stick,RP,NN,"[0.4, 0.5)",Neutral
ba01_2,baskervilles01,2,9,stick,O,NN,stick,NOUN,False,False,False,False,the,which,DT,WDT,"[0.4, 0.5)",Neutral
ba01_2,baskervilles01,2,10,which,O,WDT,which,OTHER,False,False,False,False,stick,our,NN,PRP$,"[0.5, 0.6)",Negative
ba01_2,baskervilles01,2,11,our,O,PRP$,our,PRON,False,False,False,False,which,visitor,WDT,NN,"[0.5, 0.6)",Negative
ba01_2,baskervilles01,2,12,visitor,O,NN,visitor,NOUN,False,False,False,False,our,have,PRP$,VBD,"[0.5, 0.6)",Negative
ba01_2,baskervilles01,2,13,had,O,VBD,have,VERB,False,False,False,False,visitor,leave,NN,VBN,"[0.6, 0.7)",Negative
ba01_2,baskervilles01,2,14,left,O,VBN,leave,OTHER,False,False,False,False,have,behind,VBD,IN,"[0.6, 0.7)",Negative
ba01_2,baskervilles01,2,15,behind,O,IN,behind,OTHER,False,False,False,False,leave,him,VBN,PRP,"[0.7, 0.8)",Negative
ba01_2,baskervilles01,2,16,him,O,PRP,him,PRON,False,False,False,False,behind,the,IN,DT,"[0.8, 0.9)",Neutral
ba01_2,baskervilles01,2,17,the,O,DT,the,OTHER,False,False,False,False,him,night,PRP,NN,"[0.8, 0.9)",Neutral
ba01_2,baskervilles01,2,18,night,O,NN,night,NOUN,False,False,False,False,the,before,DT,IN,"[0.9, 1.001)",Neutral
ba01_2,baskervilles01,2,19,before,O,IN,before,OTHER,False,False,False,False,night,.,NN,.,"[0.9, 1.001)",Neutral
ba01_2,baskervilles01,2,20,.,O,.,.,OTHER,False,False,False,False,before,,IN,,"[0.9, 1.001)",Neutral
ba01_3,baskervilles01,3,0,It,O,PRP,it,PRON,False,False,False,False,,be,,VBD,"[0.0, 0.1)",Positive
ba01_3,baskervilles01,3,1,was,O,VBD,be,VERB,False,False,False,False,it,a,PRP,DT,"[0.0, 0.1)",Positive
ba01_3,baskervilles01,3,2,a,O,DT,a,OTHER,False,False,False,False,be,fine,VBD,JJ,"[0.0, 0.1)",Positive
ba01_3,baskervilles01,3,3,fine,O,JJ,fine,ADJ,False,False,False,False,a,",",DT,",","[0.1, 0.2)",Positive
ba01_3,baskervilles01,3,4,",",O,",",",",OTHER,False,False,False,False,fine,thick,JJ,JJ,"[0.1, 0.2)",Negative
ba01_3,baskervilles01,3,5,thick,O,JJ,thick,ADJ,False,False,False,False,",",piece,",",NN,"[0.2, 0.3)",Negative
ba01_3,baskervilles01,3,6,piece,O,NN,piece,NOUN,False,False,False,False,thick,of,JJ,IN,"[0.2, 0.3)",Neutral
ba01_3,baskervilles01,3,7,of,O,IN,of,OTHER,False,False,False,False,piece,wood,NN,NN,"[0.2, 0.3)",Neutral
ba01_3,baskervilles01,3,8,wood,O,NN,wood,NOUN,False,False,False,False,of,",",IN,",","[0.3, 0.4)",Neutral
ba01_3,baskervilles01,3,9,",",O,",",",",OTHER,False,False,False,False,wood,bulbous-headed,NN,JJ,"[0.3, 0.4)",Neutral
ba01_3,baskervilles01,3,10,bulbous-headed,O,JJ,bulbous-headed,ADJ,False,False,False,False,",",",",",",",","[0.4, 0.5)",Neutral
ba01_3,baskervilles01,3,11,",",O,",",",",OTHER,False,False,False,False,bulbous-headed,of,JJ,IN,"[0.4, 0.5)",Neutral
ba01_3,baskervilles01,3,12,of,O,IN,of,OTHER,False,False,False,False,",",the,",",DT,"[0.5, 0.6)",Neutral
ba01_3,baskervilles01,3,13,the,O,DT,the,OTHER,False,False,False,False,of,sort,IN,NN,"[0.5, 0.6)",Neutral
ba01_3,baskervilles01,3,14,sort,O,NN,sort,NOUN,False,False,False,False,the,which,DT,WDT,"[0.5, 0.6)",Neutral
ba01_3,baskervilles01,3,15,which,O,WDT,which,OTHER,False,False,False,False,sort,be,NN,VBZ,"[0.6, 0.7)",Neutral
ba01_3,baskervilles01,3,16,is,O,VBZ,be,VERB,False,False,False,False,which,know,WDT,VBN,"[0.6, 0.7)",Neutral
ba01_3,baskervilles01,3,17,known,O,VBN,know,OTHER,False,False,False,False,be,a,VBZ,IN,"[0.7, 0.8)",Neutral
ba01_3,baskervilles01,3,18,as,O,IN,a,OTHER,False,False,False,False,know,a,VBN,DT,"[0.7, 0.8)",Neutral
ba01_3,baskervilles01,3,19,a,O,DT,a,OTHER,False,False,False,False,a,``,IN,``,"[0.7, 0.8)",Neutral
ba01_3,baskervilles01,3,20,``,O,``,``,OTHER,False,False,False,False,a,penang,DT,JJ,"[0.8, 0.9)",Neutral
ba01_3,baskervilles01,3,21,Penang,O,JJ,penang,ADJ,False,False,False,False,``,lawyer,``,NN,"[0.8, 0.9)",Neutral
ba01_3,baskervilles01,3,22,lawyer,O,NN,lawyer,NOUN,False,False,False,False,penang,.,JJ,.,"[0.9, 1.001)",Neutral
ba01_3,baskervilles01,3,23,.,O,.,.,OTHER,False,False,False,False,lawyer,'',NN,'',"[0.9, 1.001)",Neutral
ba01_3,baskervilles01,3,24,'',O,'','',OTHER,False,False,False,False,.,,.,,"[0.9, 1.001)",Neutral
ba01_4,baskervilles01,4,0,Just,O,RB,just,ADV,False,False,False,False,,under,,IN,"[0.0, 0.1)",Neutral
ba01_4,baskervilles01,4,1,under,O,IN,under,OTHER,False,True,False,False,just,the,RB,DT,"[0.0, 0.1)",Positive
ba01_4,baskervilles01,4,2,the,O,DT,the,OTHER,False,False,False,False,under,head,IN,NN,"[0.1, 0.2)",Positive
ba01_4,baskervilles01,4,3,head,O,NN,head,NOUN,False,False,False,False,the,be,DT,VBD,"[0.2, 0.3)",Positive
ba01_4,baskervilles01,4,4,was,O,VBD,be,VERB,False,False,False,False,head,a,NN,DT,"[0.3, 0.4)",Positive
ba01_4,baskervilles01,4,5,a,O,DT,a,OTHER,False,False,False,False,be,broad,VBD,JJ,"[0.3, 0.4)",Positive
ba01_4,baskervilles01,4,6,broad,O,JJ,broad,ADJ,False,False,False,False,a,silver,DT,NN,"[0.4, 0.5)",Positive
ba01_4,baskervilles01,4,7,silver,O,NN,silver,NOUN,False,False,False,False,broad,band,JJ,VBP,"[0.5, 0.6)",Positive
ba01_4,baskervilles01,4,8,band,O,VBP,band,VERB,False,False,False,False,silver,nearly,NN,RB,"[0.6, 0.7)",Positive
ba01_4,baskervilles01,4,9,nearly,O,RB,nearly,ADV,False,False,False,False,band,an,VBP,DT,"[0.6, 0.7)",Positive
ba01_4,baskervilles01,4,10,an,O,DT,an,OTHER,False,False,False,False,nearly,inch,RB,NN,"[0.7, 0.8)",Neutral
ba01_4,baskervilles01,4,11,inch,O,NN,inch,NOUN,False,True,False,False,an,across,DT,NN,"[0.8, 0.9)",Neutral
ba01_4,baskervilles01,4,12,across,O,NN,across,NOUN,False,True,False,False,inch,.,NN,.,"[0.9, 1.001)",Neutral
ba01_4,baskervilles01,4,13,.,O,.,.,OTHER,False,False,False,False,across,,NN,,"[0.9, 1.001)",Neutral
ba01_5,baskervilles01,5,0,``,O,``,``,OTHER,False,False,False,False,,to,,TO,"[0.0, 0.1)",Neutral
ba01_5,baskervilles01,5,1,To,O,TO,to,OTHER,False,False,False,False,``,jam,``,VB,"[0.0, 0.1)",Neutral
ba01_5,baskervilles01,5,2,James,O,VB,jam,VERB,False,False,False,False,to,mortimer,TO,NN,"[0.0, 0.1)",Neutral
ba01_5,baskervilles01,5,3,Mortimer,O,NN,mortimer,NOUN,False,False,False,False,jam,",",VB,",","[0.1, 0.2)",Neutral
ba01_5,baskervilles01,5,4,",",O,",",",",OTHER,False,False,False,False,mortimer,m.r.c.s.,NN,NN,"[0.1, 0.2)",Neutral
ba01_5,baskervilles01,5,5,M.R.C.S.,O,NN,m.r.c.s.,NOUN,False,False,False,False,",",",",",",",","[0.1, 0.2)",Neutral
ba01_5,baskervilles01,5,6,",",O,",",",",OTHER,False,False,False,False,m.r.c.s.,from,NN,IN,"[0.2, 0.3)",Neutral
ba01_5,baskervilles01,5,7,from,O,IN,from,OTHER,False,False,False,False,",",his,",",PRP$,"[0.2, 0.3)",Neutral
ba01_5,baskervilles01,5,8,his,O,PRP$,his,PRON,False,False,False,False,from,friend,IN,NNS,"[0.3, 0.4)",Neutral
ba01_5,baskervilles01,5,9,friends,O,NNS,friend,NOUN,False,False,False,False,his,of,PRP$,IN,"[0.3, 0.4)",Neutral
ba01_5,baskervilles01,5,10,of,O,IN,of,OTHER,False,False,False,False,friend,the,NNS,DT,"[0.3, 0.4)",Neutral
ba01_5,baskervilles01,5,11,the,O,DT,the,OTHER,False,False,False,False,of,c.c.h.,IN,NN,"[0.4, 0.5)",Neutral
ba01_5,baskervilles01,5,12,C.C.H.,O,NN,c.c.h.,NOUN,False,False,False,False,the,",",DT,",","[0.4, 0.5)",Neutral
ba01_5,baskervilles01,5,13,",",O,",",",",OTHER,False,False,False,False,c.c.h.,'',NN,'',"[0.5, 0.6)",Neutral
ba01_5,baskervilles01,5,14,'',O,'','',OTHER,False,False,False,False,",",be,",",VBD,"[0.5, 0.6)",Neutral
ba01_5,baskervilles01,5,15,was,O,VBD,be,VERB,False,False,False,False,'',engrave,'',VBN,"[0.5, 0.6)",Neutral
ba01_5,baskervilles01,5,16,engraved,O,VBN,engrave,OTHER,False,False,False,False,be,upon,VBD,IN,"[0.6, 0.7)",Neutral
ba01_5,baskervilles01,5,17,upon,O,IN,upon,OTHER,False,False,False,False,engrave,it,VBN,PRP,"[0.6, 0.7)",Neutral
ba01_5,baskervilles01,5,18,it,O,PRP,it,PRON,False,False,False,False,upon,",",IN,",","[0.6, 0.7)",Neutral
ba01_5,baskervilles01,5,19,",",O,",",",",OTHER,False,False,False,False,it,with,PRP,IN,"[0.7, 0.8)",Neutral
ba01_5,baskervilles01,5,20,with,O,IN,with,OTHER,False,False,False,False,",",the,",",DT,"[0.7, 0.8)",Neutral
ba01_5,baskervilles01,5,21,the,O,DT,the,OTHER,False,False,False,False,with,date,IN,NN,"[0.8, 0.9)",Neutral
ba01_5,baskervilles01,5,22,date,O,NN,date,NOUN,False,False,False,False,the,``,DT,``,"[0.8, 0.9)",Neutral
ba01_5,baskervilles01,5,23,``,O,``,``,OTHER,False,False,False,False,date,1884,NN,CD,"[0.8, 0.9)",Neutral
ba01_5,baskervilles01,5,24,1884,O,CD,1884,OTHER,False,False,False,False,``,.,``,.,"[0.9, 1.001)",Neutral
ba01_5,baskervilles01,5,25,.,O,.,.,OTHER,False,False,False,False,1884,'',CD,'',"[0.9, 1.001)",Neutral
ba01_5,baskervilles01,5,26,'',O,'','',OTHER,False,False,False,False,.,,.,,"[0.9, 1.001)",Neutral
ba01_6,baskervilles01,6,0,It,O,PRP,it,PRON,False,False,False,False,,be,,VBD,"[0.0, 0.1)",Neutral
ba01_6,baskervilles01,6,1,was,O,VBD,be,VERB,False,False,False,False,it,just,PRP,RB,"[0.0, 0.1)",Neutral
ba01_6,baskervilles01,6,2,just,O,RB,just,ADV,False,False,False,False,be,such,VBD,JJ,"[0.0, 0.1)",Neutral
ba01_6,baskervilles01,6,3,such,O,JJ,such,ADJ,False,False,False,False,just,a,RB,DT,"[0.1, 0.2)",Neutral
ba01_6,baskervilles01,6,4,a,O,DT,a,OTHER,False,False,False,False,such,stick,JJ,NN,"[0.1, 0.2)",Neutral
ba01_6,baskervilles01,6,5,stick,O,NN,stick,NOUN,False,False,False,False,a,a,DT,IN,"[0.2, 0.3)",Neutral
ba01_6,baskervilles01,6,6,as,O,IN,a,OTHER,False,False,False,False,stick,the,NN,DT,"[0.2, 0.3)",Neutral
ba01_6,baskervilles01,6,7,the,O,DT,the,OTHER,False,False,False,False,a,old-fashioned,IN,JJ,"[0.3, 0.4)",Neutral
ba01_6,baskervilles01,6,8,old-fashioned,O,JJ,old-fashioned,ADJ,False,False,False,False,the,family,DT,NN,"[0.3, 0.4)",Neutral
ba01_6,baskervilles01,6,9,family,O,NN,family,NOUN,False,False,False,False,old-fashioned,practitioner,JJ,NN,"[0.4, 0.5)",Neutral
ba01_6,baskervilles01,6,10,practitioner,O,NN,practitioner,NOUN,False,False,False,False,family,use,NN,VBN,"[0.4, 0.5)",Neutral
ba01_6,baskervilles01,6,11,used,O,VBN,use,OTHER,False,False,False,False,practitioner,to,NN,TO,"[0.5, 0.6)",Neutral
ba01_6,baskervilles01,6,12,to,O,TO,to,OTHER,False,False,False,False,use,carry,VBN,VB,"[0.5, 0.6)",Neutral
ba01_6,baskervilles01,6,13,carry,O,VB,carry,VERB,False,False,False,False,to,--,TO,:,"[0.6, 0.7)",Neutral
ba01_6,baskervilles01,6,14,--,O,:,--,OTHER,False,False,False,False,carry,dignified,VB,JJ,"[0.6, 0.7)",Neutral
ba01_6,baskervilles01,6,15,dignified,O,JJ,dignified,ADJ,False,False,False,False,--,",",:,",","[0.7, 0.8)",Neutral
ba01_6,baskervilles01,6,16,",",O,",",",",OTHER,False,False,False,False,dignified,solid,JJ,JJ,"[0.7, 0.8)",Neutral
ba01_6,baskervilles01,6,17,solid,O,JJ,solid,ADJ,False,False,False,False,",",",",",",",","[0.8, 0.9)",Neutral
ba01_6,baskervilles01,6,18,",",O,",",",",OTHER,False,False,False,False,solid,and,JJ,CC,"[0.8, 0.9)",Neutral
ba01_6,baskervilles01,6,19,and,O,CC,and,OTHER,False,True,False,False,",",reassure,",",VBG,"[0.9, 1.001)",Neutral
ba01_6,baskervilles01,6,20,reassuring,O,VBG,reassure,VERB,False,False,False,False,and,.,CC,.,"[0.9, 1.001)",Neutral
ba01_6,baskervilles01,6,21,.,O,.,.,OTHER,False,False,False,False,reassure,,VBG,,"[0.9, 1.001)",Neutral
ba01_7,baskervilles01,7,0,``,O,``,``,OTHER,False,False,False,False,,well,,RB,"[0.0, 0.1)",Neutral
ba01_7,baskervilles01,7,1,Well,O,RB,well,ADV,False,False,False,False,``,",",``,",","[0.0, 0.1)",Neutral
ba01_7,baskervilles01,7,2,",",O,",",",",OTHER,False,False,False,False,well,watson,RB,NN,"[0.1, 0.2)",Neutral
ba01_7,baskervilles01,7,3,Watson,O,NN,watson,NOUN,False,False,False,False,",",",",",",",","[0.2, 0.3)",Neutral
ba01_7,baskervilles01,7,4,",",O,",",",",OTHER,False,False,False,False,watson,what,NN,WP,"[0.3, 0.4)",Neutral
ba01_7,baskervilles01,7,5,what,O,WP,what,OTHER,False,False,False,False,",",do,",",VBP,"[0.4, 0.5)",Neutral
ba01_7,baskervilles01,7,6,do,O,VBP,do,VERB,False,False,False,False,what,you,WP,PRP,"[0.5, 0.6)",Neutral
ba01_7,baskervilles01,7,7,you,O,PRP,you,PRON,False,False,False,False,do,make,VBP,VB,"[0.5, 0.6)",Neutral
ba01_7,baskervilles01,7,8,make,O,VB,make,VERB,False,False,False,False,you,of,PRP,IN,"[0.6, 0.7)",Neutral
ba01_7,baskervilles01,7,9,of,O,IN,of,OTHER,False,False,False,False,make,it,VB,PRP,"[0.7, 0.8)",Neutral
ba01_7,baskervilles01,7,10,it,O,PRP,it,PRON,False,False,False,False,of,?,IN,.,"[0.8, 0.9)",Neutral
ba01_7,baskervilles01,7,11,?,O,.,?,OTHER,False,False,False,False,it,'',PRP,'',"[0.9, 1.001)",Neutral
ba01_7,baskervilles01,7,12,'',O,'','',OTHER,False,False,False,False,?,,.,,"[0.9, 1.001)",Neutral
ba01_8,baskervilles01,8,0,Holmes,O,NNS,holmes,NOUN,False,False,False,False,,be,,VBD,"[0.0, 0.1)",Neutral
ba01_8,baskervilles01,8,1,was,O,VBD,be,VERB,False,False,False,False,holmes,sit,NNS,VBG,"[0.0, 0.1)",Neutral
ba01_8,baskervilles01,8,2,sitting,O,VBG,sit,VERB,False,False,False,False,be,with,VBD,IN,"[0.1, 0.2)",Neutral
ba01_8,baskervilles01,8,3,with,O,IN,with,OTHER,False,False,False,False,sit,his,VBG,PRP$,"[0.1, 0.2)",Neutral
ba01_8,baskervilles01,8,4,his,O,PRP$,his,PRON,False,False,False,False,with,back,IN,NN,"[0.2, 0.3)",Neutral
ba01_8,baskervilles01,8,5,back,O,NN,back,NOUN,False,False,False,False,his,to,PRP$,TO,"[0.2, 0.3)",Neutral
ba01_8,baskervilles01,8,6,to,O,TO,to,OTHER,False,False,False,False,back,me,NN,PRP,"[0.3, 0.4)",Neutral
ba01_8,baskervilles01,8,7,me,O,PRP,me,PRON,False,False,False,False,to,",",TO,",","[0.3, 0.4)",Neutral
ba01_8,baskervilles01,8,8,",",O,",",",",OTHER,False,False,False,False,me,and,PRP,CC,"[0.4, 0.5)",Neutral
ba01_8,baskervilles01,8,9,and,O,CC,and,OTHER,False,True,False,False,",",i,",",NN,"[0.4, 0.5)",Neutral
ba01_8,baskervilles01,8,10,I,O,NN,i,NOUN,False,False,False,False,and,have,CC,VBD,"[0.5, 0.6)",Neutral
ba01_8,baskervilles01,8,11,had,O,VBD,have,VERB,False,False,False,False,i,give,NN,VBN,"[0.5, 0.6)",Neutral
ba01_8,baskervilles01,8,12,given,O,VBN,give,OTHER,False,False,False,False,have,him,VBD,PRP,"[0.6, 0.7)",Neutral
ba01_8,baskervilles01,8,13,him,O,PRP,him,PRON,False,False,False,False,give,no,VBN,DT,"[0.6, 0.7)",Neutral
ba01_8,baskervilles01,8,14,no,B-NEG,DT,no,OTHER,False,False,False,False,him,sign,PRP,NN,"[0.7, 0.8)",Neutral
ba01_8,baskervilles01,8,15,sign,O,NN,sign,NOUN,False,False,False,False,no,of,DT,IN,"[0.7, 0.8)",Neutral
ba01_8,baskervilles01,8,16,of,O,IN,of,OTHER,False,False,False,False,sign,my,NN,PRP$,"[0.8, 0.9)",Neutral
ba01_8,baskervilles01,8,17,my,O,PRP$,my,PRON,False,False,False,False,of,occupation,IN,NN,"[0.8, 0.9)",Neutral
ba01_8,baskervilles01,8,18,occupation,O,NN,occupation,NOUN,False,False,False,False,my,.,PRP$,.,"[0.9, 1.001)",Neutral
ba01_8,baskervilles01,8,19,.,O,.,.,OTHER,False,False,False,False,occupation,,NN,,"[0.9, 1.001)",Neutral
ba01_9,baskervilles01,9,0,``,O,``,``,OTHER,False,False,False,False,,how,,WRB,"[0.0, 0.1)",Neutral
ba01_9,baskervilles01,9,1,How,O,WRB,how,OTHER,False,False,False,False,``,do,``,VBD,"[0.1, 0.2)",Neutral
ba01_9,baskervilles01,9,2,did,O,VBD,do,VERB,False,False,False,False,how,you,WRB,PRP,"[0.2, 0.3)",Neutral
ba01_9,baskervilles01,9,3,you,O,PRP,you,PRON,False,False,False,False,do,know,VBD,VB,"[0.3, 0.4)",Neutral
ba01_9,baskervilles01,9,4,know,O,VB,know,VERB,False,False,False,False,you,what,PRP,WP,"[0.4, 0.5)",Neutral
ba01_9,baskervilles01,9,5,what,O,WP,what,OTHER,False,False,False,False,know,i,VB,NN,"[0.5, 0.6)",Neutral
ba01_9,baskervilles01,9,6,I,O,NN,i,NOUN,False,False,False,False,what,be,WP,VBD,"[0.6, 0.7)",Neutral
ba01_9,baskervilles01,9,7,was,O,VBD,be,VERB,False,False,False,False,i,do,NN,VBG,"[0.7, 0.8)",Neutral
ba01_9,baskervilles01,9,8,doing,O,VBG,do,VERB,False,False,False,False,be,?,VBD,.,"[0.8, 0.9)",Neutral
ba01_9,baskervilles01,9,9,?,O,.,?,OTHER,False,False,False,False,do,,VBG,,"[0.9, 1.001)",Neutral
ba01_10,baskervilles01,10,0,I,O,NN,i,NOUN,False,False,False,False,,believe,,VBP,"[0.0, 0.1)",Neutral
ba01_10,baskervilles01,10,1,believe,O,VBP,believe,VERB,False,False,False,False,i,you,NN,PRP,"[0.0, 0.1)",Neutral
ba01_10,baskervilles01,10,2,you,O,PRP,you,PRON,False,False,False,False,believe,have,VBP,VBP,"[0.1, 0.2)",Neutral
ba01_10,baskervilles01,10,3,have,O,VBP,have,VERB,False,False,False,False,you,eye,PRP,NNS,"[0.2, 0.3)",Neutral
ba01_10,baskervilles01,10,4,eyes,O,NNS,eye,NOUN,False,False,False,False,have,in,VBP,IN,"[0.3, 0.4)",Neutral
ba01_10,baskervilles01,10,5,in,O,IN,in,OTHER,False,False,False,False,eye,the,NNS,DT,"[0.4, 0.5)",Neutral
ba01_10,baskervilles01,10,6,the,O,DT,the,OTHER,False,False,False,False,in,back,IN,NN,"[0.5, 0.6)",Neutral
ba01_10,baskervilles01,10,7,back,O,NN,back,NOUN,False,False,False,False,the,of,DT,IN,"[0.5, 0.6)",Neutral
ba01_10,baskervilles01,10,8,of,O,IN,of,OTHER,False,False,False,False,back,your,NN,PRP$,"[0.6, 0.7)",Neutral
ba01_10,baskervilles01,10,9,your,O,PRP$,your,PRON,False,False,False,False,of,head,IN,NN,"[0.7, 0.8)",Neutral
ba01_10,baskervilles01,10,10,head,O,NN,head,NOUN,False,False,False,False,your,.,PRP$,.,"[0.8, 0.9)",Neutral
ba01_10,baskervilles01,10,11,.,O,.,.,OTHER,False,False,False,False,head,'',NN,'',"[0.9, 1.001)",Neutral
