sent_id,filename,sentence_nr,token_nr,word,label,POS,lemma,length,normalised_pos,pos_category,sentiment,isExpression,hasPrefix,hasSuffix,isAntonym,previous_pos,next_pos,previous_lemma,next_lemma
ba05_3,baskervilles05,3,1,would,O,MD,would,30,0.067,OTHER,0.0,False,False,False,False,PRP,VB,he,talk
ba05_3,baskervilles05,3,2,talk,O,VB,talk,30,0.1,VERB,0.0,False,False,False,False,MD,IN,would,of
ba05_3,baskervilles05,3,3,of,O,IN,of,30,0.133,OTHER,0.0,False,False,False,False,VB,NN,talk,nothing
ba05_3,baskervilles05,3,4,nothing,O,NN,nothing,30,0.167,NOUN,0.0,False,False,False,False,IN,CC,of,but
ba05_3,baskervilles05,3,5,but,O,CC,but,30,0.2,OTHER,0.0,False,False,False,False,NN,NN,nothing,art
ba05_3,baskervilles05,3,6,art,O,NN,art,30,0.233,NOUN,0.0,False,True,False,False,CC,",",but,","
ba05_3,baskervilles05,3,7,",",O,",",",",30,0.267,OTHER,0.0,False,False,False,False,NN,IN,art,of
ba05_3,baskervilles05,3,8,of,O,IN,of,30,0.3,OTHER,0.0,False,False,False,False,",",WDT,",",which
ba05_3,baskervilles05,3,9,which,O,WDT,which,30,0.333,OTHER,0.0,False,False,False,False,IN,PRP,of,he
ba05_3,baskervilles05,3,10,he,O,PRP,he,30,0.367,PRON,0.0,False,False,False,False,WDT,VBD,which,have
ba05_3,baskervilles05,3,11,had,O,VBD,have,30,0.4,VERB,0.0,False,False,False,False,PRP,DT,he,the
ba05_3,baskervilles05,3,12,the,O,DT,the,30,0.433,OTHER,0.0,False,False,False,False,VBD,JJS,have,crude
ba05_3,baskervilles05,3,13,crudest,O,JJS,crude,30,0.467,ADJ,0.0,False,False,False,False,DT,NNS,the,idea
ba05_3,baskervilles05,3,14,ideas,O,NNS,idea,30,0.5,NOUN,0.0,False,False,False,False,JJS,",",crude,","
ba05_3,baskervilles05,3,15,",",O,",",",",30,0.533,OTHER,0.0,False,False,False,False,NNS,IN,idea,from
ba05_3,baskervilles05,3,16,from,O,IN,from,30,0.567,OTHER,0.0,False,False,False,False,",",PRP$,",",our
ba05_3,baskervilles05,3,17,our,O,PRP$,our,30,0.6,PRON,0.0,False,False,False,False,IN,VBG,from,leave
ba05_3,baskervilles05,3,18,leaving,O,VBG,leave,30,0.633,VERB,0.0,False,False,False,False,PRP$,DT,our,the
ba05_3,baskervilles05,3,19,the,O,DT,the,30,0.667,OTHER,0.0,False,False,False,False,VBG,NN,leave,gallery
ba05_3,baskervilles05,3,20,gallery,O,NN,gallery,30,0.7,NOUN,0.0,False,False,False,False,DT,IN,the,until
ba05_3,baskervilles05,3,21,until,O,IN,until,30,0.733,OTHER,0.0,False,True,False,False,NN,PRP,gallery,we
ba05_3,baskervilles05,3,22,we,O,PRP,we,30,0.767,PRON,0.0,False,False,False,False,IN,VBD,until,find
ba05_3,baskervilles05,3,23,found,O,VBD,find,30,0.8,VERB,0.0,False,False,False,False,PRP,PRP,we,ourselves
ba05_3,baskervilles05,3,24,ourselves,O,PRP,ourselves,30,0.833,PRON,0.0,False,False,False,False,VBD,IN,find,at
ba05_3,baskervilles05,3,25,at,O,IN,at,30,0.867,OTHER,0.0,False,False,False,False,PRP,DT,ourselves,the
ba05_3,baskervilles05,3,26,the,O,DT,the,30,0.9,OTHER,0.0,False,False,False,False,IN,JJ,at,northumberland
ba05_3,baskervilles05,3,27,Northumberland,O,JJ,northumberland,30,0.933,ADJ,0.0,False,False,False,False,DT,NN,the,hotel
ba05_3,baskervilles05,3,28,Hotel,O,NN,hotel,30,0.967,NOUN,0.0,False,False,False,False,JJ,.,northumberland,.
ba05_3,baskervilles05,3,29,.,O,.,.,30,1.0,OTHER,0.0,False,False,False,False,NN,``,hotel,``
ba05_4,baskervilles05,4,0,``,O,``,``,14,0.071,OTHER,0.0,False,False,False,False,.,NN,.,sir
ba05_4,baskervilles05,4,1,Sir,O,NN,sir,14,0.143,NOUN,0.0,False,False,False,False,``,NN,``,henry
ba05_4,baskervilles05,4,2,Henry,O,NN,henry,14,0.214,NOUN,0.0,False,False,False,False,NN,NN,sir,baskerville
ba05_4,baskervilles05,4,3,Baskerville,O,NN,baskerville,14,0.286,NOUN,0.0,False,False,False,False,NN,VBZ,henry,be
ba05_4,baskervilles05,4,4,is,O,VBZ,be,14,0.357,VERB,0.0,False,False,False,False,NN,JJ,baskerville,upstairs
ba05_4,baskervilles05,4,5,upstairs,O,JJ,upstairs,14,0.429,ADJ,0.0,False,False,False,False,VBZ,VBG,be,expect
ba05_4,baskervilles05,4,6,expecting,O,VBG,expect,14,0.5,VERB,0.0,False,False,False,False,JJ,PRP,upstairs,you
ba05_4,baskervilles05,4,7,you,O,PRP,you,14,0.571,PRON,0.0,False,False,False,False,VBG,",",expect,","
ba05_4,baskervilles05,4,8,",",O,",",",",14,0.643,OTHER,0.0,False,False,False,False,PRP,'',you,''
ba05_4,baskervilles05,4,9,'',O,'','',14,0.714,OTHER,0.0,False,False,False,False,",",VBD,",",say
ba05_4,baskervilles05,4,10,said,O,VBD,say,14,0.786,VERB,0.0,False,False,False,False,'',DT,'',the
ba05_4,baskervilles05,4,11,the,O,DT,the,14,0.857,OTHER,0.0,False,False,False,False,VBD,NN,say,clerk
ba05_4,baskervilles05,4,12,clerk,O,NN,clerk,14,0.929,NOUN,0.0,False,False,False,False,DT,.,the,.
ba05_4,baskervilles05,4,13,.,O,.,.,14,1.0,OTHER,0.0,False,False,False,False,NN,``,clerk,``
ba05_5,baskervilles05,5,0,``,O,``,``,15,0.067,OTHER,0.0,False,False,False,False,.,PRP,.,he
ba05_5,baskervilles05,5,1,He,O,PRP,he,15,0.133,PRON,0.0,False,False,False,False,``,VBD,``,ask
ba05_5,baskervilles05,5,2,asked,O,VBD,ask,15,0.2,VERB,0.0,False,True,False,False,PRP,PRP,he,me
ba05_5,baskervilles05,5,3,me,O,PRP,me,15,0.267,PRON,0.0,False,False,False,False,VBD,TO,ask,to
ba05_5,baskervilles05,5,4,to,O,TO,to,15,0.333,OTHER,0.0,False,False,False,False,PRP,VB,me,show
ba05_5,baskervilles05,5,5,show,O,VB,show,15,0.4,VERB,0.0,False,False,False,False,TO,PRP,to,you
ba05_5,baskervilles05,5,6,you,O,PRP,you,15,0.467,PRON,0.0,False,False,False,False,VB,RP,show,up
ba05_5,baskervilles05,5,7,up,O,RP,up,15,0.533,OTHER,0.0,False,False,False,False,PRP,IN,you,at
ba05_5,baskervilles05,5,8,at,O,IN,at,15,0.6,OTHER,0.0,False,False,False,False,RP,RB,up,once
ba05_5,baskervilles05,5,9,once,O,RB,once,15,0.667,ADV,0.0,False,False,False,False,IN,WRB,at,when
ba05_5,baskervilles05,5,10,when,O,WRB,when,15,0.733,OTHER,0.0,False,False,False,False,RB,PRP,once,you
ba05_5,baskervilles05,5,11,you,O,PRP,you,15,0.8,PRON,0.0,False,False,False,False,WRB,VBD,when,come
ba05_5,baskervilles05,5,12,came,O,VBD,come,15,0.867,VERB,0.0,False,False,False,False,PRP,.,you,.
ba05_5,baskervilles05,5,13,.,O,.,.,15,0.933,OTHER,0.0,False,False,False,False,VBD,'',come,''
ba05_5,baskervilles05,5,14,'',O,'','',15,1.0,OTHER,0.0,False,False,False,False,.,``,.,``
ba05_6,baskervilles05,6,0,``,O,``,``,16,0.062,OTHER,0.0,False,False,False,False,'',VBP,'',have
ba05_6,baskervilles05,6,1,Have,O,VBP,have,16,0.125,VERB,0.0,False,False,False,False,``,PRP,``,you
ba05_6,baskervilles05,6,2,you,O,PRP,you,16,0.188,PRON,0.0,False,False,False,False,VBP,DT,have,any
ba05_6,baskervilles05,6,3,any,O,DT,any,16,0.25,OTHER,0.0,False,True,False,False,PRP,NN,you,objection
ba05_6,baskervilles05,6,4,objection,O,NN,objection,16,0.312,NOUN,0.0,False,False,False,False,DT,TO,any,to
ba05_6,baskervilles05,6,5,to,O,TO,to,16,0.375,OTHER,0.0,False,False,False,False,NN,PRP$,objection,my
ba05_6,baskervilles05,6,6,my,O,PRP$,my,16,0.438,PRON,0.0,False,False,False,False,TO,VBG,to,look
ba05_6,baskervilles05,6,7,looking,O,VBG,look,16,0.5,VERB,0.0,False,False,False,False,PRP$,IN,my,at
ba05_6,baskervilles05,6,8,at,O,IN,at,16,0.562,OTHER,0.0,False,False,False,False,VBG,PRP$,look,your
ba05_6,baskervilles05,6,9,your,O,PRP$,your,16,0.625,PRON,0.0,False,False,False,False,IN,NN,at,register
ba05_6,baskervilles05,6,10,register,O,NN,register,16,0.688,NOUN,0.0,False,False,False,False,PRP$,.,your,?
ba05_6,baskervilles05,6,11,?,O,.,?,16,0.75,OTHER,0.0,False,False,False,False,NN,'',register,''
ba05_6,baskervilles05,6,12,'',O,'','',16,0.812,OTHER,0.0,False,False,False,False,.,VBD,?,say
ba05_6,baskervilles05,6,13,said,O,VBD,say,16,0.875,VERB,0.0,False,False,False,False,'',NNS,'',holmes
ba05_6,baskervilles05,6,14,Holmes,O,NNS,holmes,16,0.938,NOUN,0.0,False,False,False,False,VBD,.,say,.
ba05_6,baskervilles05,6,15,.,O,.,.,16,1.0,OTHER,0.0,False,False,False,False,NNS,``,holmes,``
ba05_7,baskervilles05,7,0,``,O,``,``,7,0.143,OTHER,-0.3,False,False,False,False,.,RB,.,not
ba05_7,baskervilles05,7,1,Not,B-NEG,RB,not,7,0.286,ADV,-0.3,False,False,False,False,``,IN,``,in
ba05_7,baskervilles05,7,2,in,O,IN,in,7,0.429,OTHER,-0.3,False,False,False,False,RB,DT,not,the
ba05_7,baskervilles05,7,3,the,O,DT,the,7,0.571,OTHER,-0.3,False,False,False,False,IN,JJS,in,least
ba05_7,baskervilles05,7,4,least,O,JJS,least,7,0.714,ADJ,-0.3,False,False,False,False,DT,.,the,.
ba05_7,baskervilles05,7,5,.,O,.,.,7,0.857,OTHER,0.0,False,False,False,False,JJS,'',least,''
ba05_7,baskervilles05,7,6,'',O,'','',7,1.0,OTHER,0.0,False,False,False,False,.,DT,.,the
ba05_8,baskervilles05,8,0,The,O,DT,the,14,0.071,OTHER,0.0,False,False,False,False,'',NN,'',book
ba05_8,baskervilles05,8,1,book,O,NN,book,14,0.143,NOUN,0.0,False,False,False,False,DT,VBD,the,show
ba05_8,baskervilles05,8,2,showed,O,VBD,show,14,0.214,VERB,0.0,False,False,False,False,NN,IN,book,that
ba05_8,baskervilles05,8,3,that,O,IN,that,14,0.286,OTHER,0.0,False,False,False,False,VBD,CD,show,two
ba05_8,baskervilles05,8,4,two,O,CD,two,14,0.357,OTHER,0.0,False,False,False,False,IN,NNS,that,name
ba05_8,baskervilles05,8,5,names,O,NNS,name,14,0.429,NOUN,0.0,False,False,False,False,CD,VBD,two,have
ba05_8,baskervilles05,8,6,had,O,VBD,have,14,0.5,VERB,0.0,False,False,False,False,NNS,VBN,name,be
ba05_8,baskervilles05,8,7,been,O,VBN,be,14,0.571,OTHER,0.0,False,False,False,False,VBD,VBN,have,add
ba05_8,baskervilles05,8,8,added,O,VBN,add,14,0.643,OTHER,0.0,False,True,False,False,VBN,IN,be,after
ba05_8,baskervilles05,8,9,after,O,IN,after,14,0.714,OTHER,0.0,False,True,False,False,VBN,DT,add,that
ba05_8,baskervilles05,8,10,that,O,DT,that,14,0.786,OTHER,0.0,False,False,False,False,IN,IN,after,of
ba05_8,baskervilles05,8,11,of,O,IN,of,14,0.857,OTHER,0.0,False,False,False,False,DT,NN,that,baskerville
ba05_8,baskervilles05,8,12,Baskerville,O,NN,baskerville,14,0.929,NOUN,0.0,False,False,False,False,IN,.,of,.
ba05_8,baskervilles05,8,13,.,O,.,.,14,1.0,OTHER,0.0,False,False,False,False,NN,CD,baskerville,one
ba05_9,baskervilles05,9,0,One,O,CD,one,23,0.043,OTHER,0.0,False,False,False,False,.,VBD,.,be
ba05_9,baskervilles05,9,1,was,O,VBD,be,23,0.087,VERB,0.0,False,False,False,False,CD,JJ,one,theophilus
ba05_9,baskervilles05,9,2,Theophilus,O,JJ,theophilus,23,0.13,ADJ,0.0,False,False,False,False,VBD,NN,be,johnson
ba05_9,baskervilles05,9,3,Johnson,O,NN,johnson,23,0.174,NOUN,0.0,False,False,False,False,JJ,CC,theophilus,and
ba05_9,baskervilles05,9,4,and,O,CC,and,23,0.217,OTHER,0.25,False,True,False,False,NN,NN,johnson,family
ba05_9,baskervilles05,9,5,family,O,NN,family,23,0.261,NOUN,0.0,False,False,False,False,CC,",",and,","
ba05_9,baskervilles05,9,6,",",O,",",",",23,0.304,OTHER,-0.125,False,False,False,False,NN,IN,family,of
ba05_9,baskervilles05,9,7,of,O,IN,of,23,0.348,OTHER,-0.125,False,False,False,False,",",NN,",",newcastle
ba05_9,baskervilles05,9,8,Newcastle,O,NN,newcastle,23,0.391,NOUN,-0.125,False,False,False,False,IN,:,of,;
ba05_9,baskervilles05,9,9,;,O,:,;,23,0.435,OTHER,-0.125,False,False,False,False,NN,DT,newcastle,the
ba05_9,baskervilles05,9,10,the,O,DT,the,23,0.478,OTHER,-0.125,False,False,False,False,:,JJ,;,other
ba05_9,baskervilles05,9,11,other,O,JJ,other,23,0.522,ADJ,-0.125,False,False,False,False,DT,NN,the,mrs.
ba05_9,baskervilles05,9,12,Mrs.,O,NN,mrs.,23,0.565,NOUN,0.0,False,False,False,False,JJ,NN,other,oldmore
ba05_9,baskervilles05,9,13,Oldmore,O,NN,oldmore,23,0.609,NOUN,0.16,False,False,False,False,NN,CC,mrs.,and
ba05_9,baskervilles05,9,14,and,O,CC,and,23,0.652,OTHER,0.16,False,True,False,False,NN,NN,oldmore,maid
ba05_9,baskervilles05,9,15,maid,O,NN,maid,23,0.696,NOUN,0.16,False,False,False,False,CC,",",and,","
ba05_9,baskervilles05,9,16,",",O,",",",",23,0.739,OTHER,0.16,False,False,False,False,NN,IN,maid,of
ba05_9,baskervilles05,9,17,of,O,IN,of,23,0.783,OTHER,0.16,False,False,False,False,",",JJ,",",high
ba05_9,baskervilles05,9,18,High,O,JJ,high,23,0.826,ADJ,0.16,False,False,False,False,IN,NN,of,lodge
ba05_9,baskervilles05,9,19,Lodge,O,NN,lodge,23,0.87,NOUN,0.0,False,False,False,False,JJ,",",high,","
ba05_9,baskervilles05,9,20,",",O,",",",",23,0.913,OTHER,0.0,False,False,False,False,NN,NN,lodge,alton
ba05_9,baskervilles05,9,21,Alton,O,NN,alton,23,0.957,NOUN,0.0,False,True,False,False,",",.,",",.
ba05_9,baskervilles05,9,22,.,O,.,.,23,1.0,OTHER,0.0,False,False,False,False,NN,``,alton,``
ba05_10,baskervilles05,10,0,``,O,``,``,21,0.048,OTHER,0.5,False,False,False,False,.,RB,.,surely
ba05_10,baskervilles05,10,1,Surely,O,RB,surely,21,0.095,ADV,0.25,False,False,False,False,``,DT,``,that
ba05_10,baskervilles05,10,2,that,O,DT,that,21,0.143,OTHER,0.0,False,False,False,False,RB,MD,surely,must
ba05_10,baskervilles05,10,3,must,O,MD,must,21,0.19,OTHER,0.0,False,False,False,False,DT,VB,that,be
ba05_10,baskervilles05,10,4,be,O,VB,be,21,0.238,VERB,0.0,False,False,False,False,MD,DT,must,the
ba05_10,baskervilles05,10,5,the,O,DT,the,21,0.286,OTHER,0.0,False,False,False,False,VB,JJ,be,same
ba05_10,baskervilles05,10,6,same,O,JJ,same,21,0.333,ADJ,0.0,False,False,False,False,DT,NN,the,johnson
ba05_10,baskervilles05,10,7,Johnson,O,NN,johnson,21,0.381,NOUN,0.0,False,False,False,False,JJ,WP,same,whom
ba05_10,baskervilles05,10,8,whom,O,WP,whom,21,0.429,OTHER,0.0,False,False,False,False,NN,NN,johnson,i
ba05_10,baskervilles05,10,9,I,O,NN,i,21,0.476,NOUN,0.0,False,False,False,False,WP,VBN,whom,use
ba05_10,baskervilles05,10,10,used,O,VBN,use,21,0.524,OTHER,0.0,False,False,False,False,NN,TO,i,to
ba05_10,baskervilles05,10,11,to,O,TO,to,21,0.571,OTHER,0.0,False,False,False,False,VBN,VB,use,know
ba05_10,baskervilles05,10,12,know,O,VB,know,21,0.619,VERB,0.0,False,False,False,False,TO,",",to,","
ba05_10,baskervilles05,10,13,",",O,",",",",21,0.667,OTHER,0.0,False,False,False,False,VB,'',know,''
ba05_10,baskervilles05,10,14,'',O,'','',21,0.714,OTHER,0.0,False,False,False,False,",",VBD,",",say
ba05_10,baskervilles05,10,15,said,O,VBD,say,21,0.762,VERB,0.0,False,False,False,False,'',NNS,'',holmes
ba05_10,baskervilles05,10,16,Holmes,O,NNS,holmes,21,0.81,NOUN,0.0,False,False,False,False,VBD,TO,say,to
ba05_10,baskervilles05,10,17,to,O,TO,to,21,0.857,OTHER,0.0,False,False,False,False,NNS,DT,holmes,the
ba05_10,baskervilles05,10,18,the,O,DT,the,21,0.905,OTHER,0.0,False,False,False,False,TO,NN,to,porter
ba05_10,baskervilles05,10,19,porter,O,NN,porter,21,0.952,NOUN,0.0,False,False,False,False,DT,.,the,.
ba05_10,baskervilles05,10,20,.,O,.,.,21,1.0,OTHER,0.0,False,False,False,False,NN,``,porter,``
ba05_11,baskervilles05,11,0,``,O,``,``,17,0.059,OTHER,0.0,False,False,False,False,.,DT,.,a
ba05_11,baskervilles05,11,1,A,O,DT,a,17,0.118,OTHER,0.0,False,False,False,False,``,NN,``,lawyer
ba05_11,baskervilles05,11,2,lawyer,O,NN,lawyer,17,0.176,NOUN,0.0,False,False,False,False,DT,",",a,","
ba05_11,baskervilles05,11,3,",",O,",",",",17,0.235,OTHER,0.0,False,False,False,False,NN,VBZ,lawyer,be
ba05_11,baskervilles05,11,4,is,O,VBZ,be,17,0.294,VERB,0.0,False,False,False,False,",",PRP,",",he
ba05_11,baskervilles05,11,5,he,O,PRP,he,17,0.353,PRON,0.0,False,False,False,False,VBZ,RB,be,not
ba05_11,baskervilles05,11,6,not,O,RB,not,17,0.412,ADV,0.0,False,False,False,False,PRP,",",he,","
ba05_11,baskervilles05,11,7,",",O,",",",",17,0.471,OTHER,0.0,False,False,False,False,RB,JJ,not,gray-headed
ba05_11,baskervilles05,11,8,gray-headed,O,JJ,gray-headed,17,0.529,ADJ,0.0,False,False,False,False,",",",",",",","
ba05_11,baskervilles05,11,9,",",O,",",",",17,0.588,OTHER,-0.2,False,False,False,False,JJ,CC,gray-headed,and
ba05_11,baskervilles05,11,10,and,O,CC,and,17,0.647,OTHER,-0.2,False,True,False,False,",",NNS,",",walk
ba05_11,baskervilles05,11,11,walks,O,NNS,walk,17,0.706,NOUN,-0.2,False,False,False,False,CC,IN,and,with
ba05_11,baskervilles05,11,12,with,O,IN,with,17,0.765,OTHER,-0.2,False,False,False,False,NNS,DT,walk,a
ba05_11,baskervilles05,11,13,a,O,DT,a,17,0.824,OTHER,-0.2,False,False,False,False,IN,NN,with,limp
ba05_11,baskervilles05,11,14,limp,O,NN,limp,17,0.882,NOUN,-0.2,False,False,False,False,DT,.,a,?
ba05_11,baskervilles05,11,15,?,O,.,?,17,0.941,OTHER,0.0,False,False,False,False,NN,'',limp,''
ba05_11,baskervilles05,11,16,'',O,'','',17,1.0,OTHER,0.0,False,False,False,False,.,``,?,``
ba05_12,baskervilles05,12,0,``,O,``,``,24,0.042,OTHER,0.0,False,False,False,False,'',DT,'',no
ba05_12,baskervilles05,12,1,No,B-NEG,DT,no,24,0.083,OTHER,0.0,False,False,False,False,``,",",``,","
ba05_12,baskervilles05,12,2,",",O,",",",",24,0.125,OTHER,0.0,False,False,False,False,DT,RB,no,sir
ba05_12,baskervilles05,12,3,sir,O,RB,sir,24,0.167,ADV,0.0,False,False,False,False,",",",",",",","
ba05_12,baskervilles05,12,4,",",O,",",",",24,0.208,OTHER,0.0,False,False,False,False,RB,DT,sir,this
ba05_12,baskervilles05,12,5,this,O,DT,this,24,0.25,OTHER,0.0,False,False,False,False,",",VBZ,",",be
ba05_12,baskervilles05,12,6,is,O,VBZ,be,24,0.292,VERB,0.0,False,False,False,False,DT,JJ,this,mr.
ba05_12,baskervilles05,12,7,Mr.,O,JJ,mr.,24,0.333,ADJ,0.0,False,False,False,False,VBZ,NN,be,johnson
ba05_12,baskervilles05,12,8,Johnson,O,NN,johnson,24,0.375,NOUN,0.0,False,False,False,False,JJ,",",mr.,","
ba05_12,baskervilles05,12,9,",",O,",",",",24,0.417,OTHER,0.2,False,False,False,False,NN,DT,johnson,the
ba05_12,baskervilles05,12,10,the,O,DT,the,24,0.458,OTHER,-0.173,False,False,False,False,",",NN,",",coal-owner
ba05_12,baskervilles05,12,11,coal-owner,O,NN,coal-owner,24,0.5,NOUN,-0.173,False,False,False,False,DT,",",the,","
